order_id,created_date,status_id,order_sum,currency,quantity
56844389,2021-09-25,13,422.99,1.0,3
53716794,2021-04-28,14,237.45999999999998,1.0,2
59484356,2021-08-29,14,309.04,1.0,5
53845632,2021-05-06,14,285.82,1.0,3
52322167,2021-05-27,14,143.17000000000002,1.0,1
59117557,2021-07-09,14,101.66,1.0,1
60433341,2022-01-01,81,372.86,2.0314,1
52589503,2021-07-20,14,231.73000000000002,1.0,1
50366033,2021-02-02,14,59172.0,365.636,3
51592307,2021-02-28,81,92.95,1.0,3
56187207,2021-05-14,65,272.44,10.3916,1
56218332,2021-07-04,14,97.03,1.0,1
59019364,2021-06-23,14,272.29,1.0,2
52116246,2021-05-16,81,3808.8,1.0,76
57298400,2021-08-31,14,188.14,1.0,2
52085163,2021-03-13,14,350.32,1.0,6
58023499,2021-10-25,81,473.03999999999996,1.0,13
51215253,2021-01-24,14,267.39,1.0,1
53984199,2021-05-19,14,171.4,1.0,2
59067539,2021-11-08,14,138.13,1.0,3
55532305,2021-05-19,14,265.85,1.0,5
53322324,2021-05-20,81,1216.33,5.144,1
50498198,2021-06-02,81,150.05,1.0,2
61975822,2021-12-16,81,40.86,1.0,1
54392728,2021-08-18,14,167.38,1.0,1
54946410,2021-06-30,14,262.55,1.0,1
57808366,2021-11-23,81,145.22,1.0,1
51370057,2021-04-27,81,506.89,1.0,1
55342554,2021-08-07,14,141.19,0.8825,1
57041545,2021-06-02,65,111.76,0.8904,1
53217021,2021-04-04,14,37.12,1.0,1
61878195,2021-08-29,51,351.37,1.0,2
52438543,2021-05-20,81,458.59,1.0,9
59914191,2021-11-30,81,200.65,1.0,1
60895391,2021-09-25,81,552.3199999999999,1.0,22
58286626,2021-08-31,81,912.86,1.0,6
56358256,2021-09-27,81,370.61,1.0,8
52642611,2021-05-09,14,28.46,1.0,1
58116263,2021-11-17,14,280.32,1.0,11
56027323,2021-06-18,81,383.83000000000004,1.0,1
53818189,2021-05-21,81,83.0,1.0,0
58521041,2021-09-27,14,360.89,1.0,2
60122509,2021-10-30,45,241.73,1.0,1
55126032,2021-08-17,81,2880.68,4.7345,3
55525761,2021-09-20,81,406.37,1.0,6
59816536,2021-12-09,14,377.02,1.0,10
51454636,2021-02-19,65,157.07,1.0,1
58823655,2021-11-22,14,355.12,1.0,6
61963031,2022-01-01,51,400.35,1.0,1
55232248,2021-09-28,14,199.25,1.0,2
60193631,2021-09-26,14,675.64,7.7399,2
60565938,2021-07-31,81,485.22,1.0,2
55407931,2021-08-25,81,196.57999999999998,1.0,2
53880395,2021-03-23,14,166.69,1.0,1
51835616,2021-03-24,65,360.81,1.0,1
60584403,2021-08-02,14,279.05,1.0,1
60629602,2021-08-25,81,77.96000000000001,1.0,9
53781881,2021-08-20,14,106.67,1.0,2
51354484,2021-07-03,14,305.39,1.0,1
58356554,2021-10-24,81,326.29,1.0,1
51985119,2021-05-18,14,251.81,1.0,2
58221660,2021-10-14,14,337.27,1.0,2
60711094,2021-12-08,13,185.89,1.0,1
52281575,2021-06-30,14,110.27000000000001,1.0,2
55899133,2021-07-25,81,329.78,1.0,5
54555417,2021-07-21,14,464.02,1.0,5
58503252,2021-11-21,14,2397.31,26.4711,1
61095505,2021-09-09,14,539.21,0.8675,7
55788696,2021-08-13,81,172.71,1.0,2
52836630,2021-07-16,81,134.35,1.0,1
59441744,2021-09-18,14,176.45999999999998,1.0,2
61459350,2022-01-05,14,502.63,10.4607,2
61209263,2021-12-11,14,213.42000000000002,1.0,1
61943802,2021-09-28,51,23.64,1.0,1
60919890,2021-12-27,81,623.3299999999999,1.0,16
58421436,2021-10-27,14,367.16,0.8845,1
59662621,2021-12-11,162,261.12,1.0,4
59297246,2021-09-18,14,329.01,1.0,2
57626080,2021-08-25,14,1592.3,10.5135,3
54291068,2021-07-05,14,314.82,1.0,4
51391545,2021-05-01,14,287.13,1.0,1
53774284,2021-07-08,14,1457.3,10.6039,2
50343446,2021-06-29,14,186.43,0.8927,1
55875199,2021-10-02,14,1645.09,10.0843,5
51841074,2021-02-15,14,625.74,10.8777,1
53406065,2021-04-12,14,322.69,1.0,1
61272177,2021-09-22,81,214.78,1.0,3
56907564,2021-09-03,14,295.22,1.0,2
56800052,2021-09-04,14,187.88,1.0,1
51973177,2021-02-18,14,296.06,0.8815,4
56693029,2021-09-09,81,367.44,1.0,6
50309343,2021-03-30,13,313.79,1.0,2
59460398,2021-09-18,14,1159.9299999999998,10.7042,5
52511515,2021-05-11,81,328.74,2.0362,2
61327197,2021-11-24,14,355.08,1.0,4
59810022,2022-01-01,14,318.37,1.0,5
55369554,2021-09-28,14,557.56,1.0,4
51565384,2021-05-30,14,34.43,1.0,2
50353862,2021-04-01,14,362.3,1.0,1
61728391,2021-11-29,81,277.15999999999997,1.0,10
60380559,2021-11-12,14,464.39,1.0,2
58037252,2021-08-19,81,648.8199999999999,1.0,15
50510637,2021-01-29,81,454.84,10.5546,7
51614653,2021-06-27,14,114.76,1.0,4
58127817,2021-10-16,14,148.66,1.0,3
59531130,2021-12-08,14,229.82999999999998,1.0,1
60995211,2021-11-03,81,401.86,1.0,5
57365615,2021-10-15,14,223.22,1.0,6
60701504,2021-11-28,14,164.06,1.0,23
53965226,2021-04-12,14,289.04,1.0,1
58145094,2021-07-01,14,94.08,1.0,2
54703060,2021-06-12,14,204.74,1.0,1
55785483,2021-07-20,81,304.48,1.0,2
60017172,2021-08-12,65,256.31,1.0,1
60642352,2021-08-10,14,335.57,1.0,1
51335080,2021-04-08,14,374.24,1.0,8
58660462,2021-10-07,81,522.1700000000001,1.0,6
60781550,2021-12-29,14,572.97,1.0,33
61552847,2021-11-14,14,258.02,1.0,4
57957159,2021-11-26,81,364.76,1.0,2
53251095,2021-08-23,13,227.53,1.0,1
54188068,2021-03-27,14,558.13,7.7331,1
53865884,2021-08-04,14,353.28,1.0,2
54711494,2021-05-11,14,212.41,1.0,3
50575666,2021-01-30,14,207.89,1.0,2
54322643,2021-09-17,14,328.02,1.0,1
52386472,2021-06-06,81,323.38,1.0,12
53365976,2021-04-01,14,335.56,1.0,22
59248360,2021-10-24,14,222.46,0.878,1
58763284,2021-11-07,14,602.88,1.0,14
57205833,2021-10-20,14,243.03,1.0,1
55878997,2021-07-22,14,10638.96,10.4046,17
61170619,2021-09-20,14,400.06,1.0,4
59011296,2021-08-11,81,2012.8,10.7127,1
56590305,2021-10-05,14,672.1600000000001,0.8826,1
60858288,2021-10-26,81,392.59000000000003,1.0,1
50696359,2021-02-15,14,241.3,0.8885,3
51200945,2021-05-30,81,292.05,1.0,6
60970235,2021-09-04,81,112.21000000000001,1.0,2
61824076,2021-09-14,14,116.42,1.0,1
57387223,2021-08-11,81,839.81,7.734,1
55222198,2021-05-07,81,3353.74,26.4916,7
59276275,2021-08-30,81,196.97,1.0,7
60255320,2021-07-30,14,111.4,1.0,1
61012534,2022-01-14,81,146.47,1.0,1
57067204,2021-10-26,81,339.96,0.8907,2
58255152,2021-12-02,14,326.65999999999997,1.0816,2
52714147,2021-07-12,14,396.97,1.0,10
60346557,2021-08-08,14,56.65,1.0,1
53355474,2021-08-04,81,230.45,1.0,9
54975423,2021-08-07,14,117.95,1.0,11
52727203,2021-03-24,14,736.38,1.0,2
58395930,2021-10-25,14,299.62,1.0,1
52357653,2021-05-07,14,553.74,1.0,12
57527535,2021-08-19,14,623.85,1.0,13
52745199,2021-05-18,14,255.1,1.0,6
59215524,2021-09-23,81,167.81,1.0,6
53092220,2021-03-09,14,237.29,1.0,3
60206020,2021-10-22,13,147.83,1.0,1
53895401,2021-04-13,14,402.84000000000003,1.0,1
58770255,2021-08-25,81,1570.59,7.7336,13
61596858,2021-11-27,81,118.18,1.0,3
57136406,2021-05-18,14,223.79,1.0,2
51662222,2021-04-18,14,341.56,1.0,3
55241676,2021-07-11,14,201.12,1.0,1
56082336,2021-06-12,81,135.49,1.0,1
56646700,2021-10-13,13,374.1,1.0,1
52668462,2021-02-23,14,423.64,1.0,2
55350206,2021-05-09,14,289.17,0.8825,9
57989249,2021-07-13,81,312.54,1.0,1
55069502,2021-04-26,14,424.63,1.0,4
58084366,2021-10-18,81,514.63,1.0,3
60535910,2021-12-03,14,191.34,1.0,1
60400717,2021-10-30,81,317.4,1.0,4
52223793,2021-03-09,81,290.58,1.0,5
52745278,2021-04-13,14,301.01,1.0,2
61478728,2021-11-08,81,291.14,1.0,1
51099090,2021-02-16,14,453.76,1.0,4
60991612,2021-09-19,81,408.79,1.0,8
51807569,2021-04-21,13,1752.05,10.6119,6
51274301,2021-07-01,81,213.17000000000002,1.0,4
50588154,2021-06-09,13,185.86,1.0,1
61171036,2021-10-25,81,443.51,1.0,5
55245435,2021-10-03,14,44.37,1.0,1
55134796,2021-04-29,14,112.37,1.0,1
54593326,2021-08-16,81,268.66999999999996,0.8872,1
60694347,2022-01-04,14,234.82,1.0,1
50370224,2021-02-11,14,1338.06,10.5506,6
52294503,2021-07-19,81,170.0,1.0,0
51865225,2021-02-18,14,136.82,1.0,2
61069210,2021-10-09,81,441.15,1.0,12
56154204,2021-09-11,14,445.11,1.0,15
51077489,2021-03-26,81,124.74000000000001,1.0,1
58643675,2021-07-18,14,223.46,1.0,4
54488889,2021-05-11,14,485.12,1.0,25
58276329,2021-09-17,14,1061.72,7.7339,1
58957840,2021-08-01,14,300.52,1.0,6
61629715,2021-11-05,81,3318.46,11.0234,6
50391437,2021-02-13,81,384.64,1.0,3
61667775,2021-10-13,81,282.38,1.0,2
58457703,2021-07-10,14,104.03999999999999,1.0,1
61746443,2021-10-14,14,341.79,1.0,1
54353450,2021-09-08,14,506.94,1.0,31
51153868,2021-03-08,81,294.38,1.0,6
60211831,2021-09-06,81,305.45,1.0,4
53716529,2021-04-08,81,396.93,1.0,1
58527186,2021-10-10,14,354.62,1.0,9
55658425,2021-09-26,14,434.03,1.0,3
57812419,2021-07-31,6,1606.01,10.5818,11
60671153,2021-11-27,81,739.76,4.763,1
61269053,2022-02-05,14,96.35,1.0,1
59220420,2021-10-16,81,264.24,1.0,1
53401587,2021-06-23,81,270.8,0.891,14
55580447,2021-07-28,14,162.68,1.0,9
51122955,2021-02-20,14,202.84,1.0,7
57946098,2021-10-07,14,387.68,1.0,2
51942107,2021-02-25,14,357.86,1.0,23
60667129,2021-11-10,14,530.0,1.0,2
55523719,2021-06-17,14,139.76,1.0,2
50267386,2021-03-12,81,219.45999999999998,1.0,4
54617610,2021-05-28,14,546.24,1.0,2
57997938,2021-09-17,81,53.81,1.0,3
61281535,2022-01-14,14,609.35,1.0,6
52888270,2021-03-12,81,357.04,1.0,5
59758205,2021-08-21,81,531.3,7.7363,1
54194503,2021-06-28,81,148.46,1.0,1
58657582,2021-09-29,14,342.41999999999996,1.0,6
61649560,2021-12-23,14,251.81,1.0,1
59205739,2021-07-02,14,742.91,1.0839,3
51134611,2021-03-14,13,259.63,5.1243,1
55374839,2021-06-26,81,502.65,1.0,13
53672202,2021-08-04,14,307.57,1.0,1
61139503,2022-01-04,14,337.54,1.0,13
57578443,2021-09-21,81,227.0,1.0,4
57350229,2021-08-05,81,254.49,1.0,3
50719452,2021-04-11,81,990.63,10.6819,1
55477318,2021-10-06,81,323.84,10.5278,1
61979696,2021-12-05,51,328.14,1.0,1
57877130,2021-10-23,81,1927.42,10.7142,3
51256867,2021-07-01,81,117.71000000000001,1.0,1
56472119,2021-08-01,14,275.27,1.0,4
54667358,2021-07-11,81,395.78,1.0,1
54406574,2021-09-14,14,393.17,1.0,5
58291632,2021-06-17,14,51.94,1.0,2
54595007,2021-06-10,81,433.82,1.0,6
59682316,2021-08-21,14,412.63,1.0,5
56427605,2021-08-29,14,415.72,10.337,1
50603687,2021-02-27,14,272.44,1.0,2
52073137,2021-07-28,81,460.76,0.8816,5
61057805,2021-11-07,65,26.92,1.0,1
53345832,2021-06-27,14,315.76,1.0,2
55130726,2021-08-06,14,315.15999999999997,1.0,4
59842596,2021-08-14,81,322.79,1.0,8
58861096,2021-09-09,14,260.58,1.0,2
58395069,2021-06-15,14,370.25,1.0,5
61761115,2022-02-12,14,245.2,1.0,12
56961957,2021-05-22,14,463.23,1.0,1
59774148,2021-12-21,81,155.99,1.0,2
51169331,2021-01-28,14,56.8,1.0,2
52809421,2021-03-21,14,303.83,1.0,1
58162183,2021-09-16,14,365.31,1.0,3
54805323,2021-07-29,14,468.01,1.0,5
50264398,2021-01-09,14,65.93,1.0,1
53682401,2021-04-07,14,353.66999999999996,1.0,15
59848548,2021-07-20,14,357.56,1.0,1
60210694,2021-08-03,14,68.78,1.0,1
55806125,2021-09-16,14,177.52,0.8772,1
61289977,2021-11-21,81,387.48,1.0,2
55961007,2021-08-22,14,300.26,1.0,3
60966108,2021-08-16,65,117.79,4.771,1
52049293,2021-06-29,81,263.42,1.0,1
55128695,2021-06-26,14,384.69,1.0,12
50499517,2021-05-03,14,320.45,1.0,1
51774861,2021-04-10,14,469.40999999999997,1.0,2
51446538,2021-06-26,14,499.5,1.0,18
61303240,2021-09-10,14,66.0,1.0,0
55644189,2021-09-08,14,476.59000000000003,1.0,8
61033151,2022-01-03,14,319.79,1.0,1
53455511,2021-05-01,65,182.8,1.0,1
50668209,2021-02-20,14,370.89,1.0,1
59832225,2021-08-25,14,190.3,1.0,1
56147897,2021-10-03,14,183.98,1.0,2
57849509,2021-08-12,14,362.84,1.0,1
58801259,2021-12-06,81,187.97,0.8886,1
60544518,2021-09-05,14,305.14,1.0,1
59578854,2021-07-15,81,587.55,1.0,5
61876340,2022-02-15,14,315.96,1.0,1
52254614,2021-04-23,81,409.12,1.0,4
53782491,2021-09-12,14,815.46,10.5933,4
55946655,2021-05-18,14,198.17000000000002,1.0,2
52952299,2021-05-18,14,50.56,1.0,1
51473138,2021-04-05,14,439.36,1.0,12
57489315,2021-08-19,14,435.08000000000004,1.0,4
52197230,2021-05-03,81,300.47,1.0,1
51278578,2021-07-12,81,384.23,10.6384,1
60642592,2021-12-25,65,345.55,1.0757,2
61061878,2021-11-08,81,417.78,1.0,6
53662020,2021-08-13,14,371.63,1.0,1
60929366,2021-10-12,14,219.52,1.0,2
55250477,2021-05-13,81,732.81,10.5186,6
53411537,2021-06-15,14,1221.25,26.4043,1
56860479,2021-08-24,81,323.8,1.0,3
52931923,2021-07-23,81,528.89,1.0,2
53296535,2021-05-14,14,119.0,1.0,1
54903536,2021-08-17,14,304.0,1.0,0
50403219,2021-04-22,13,327.59000000000003,1.0,6
50684988,2021-07-04,13,458.77,1.0,8
58879314,2021-08-07,14,395.21000000000004,10.6752,2
61015557,2021-12-10,81,222.0,1.0,0
60126180,2021-10-25,23,28.72,1.0,2
53464059,2021-08-24,13,634.0799999999999,1.0,4
52325919,2021-06-04,14,995.12,7.7339,7
53713319,2021-08-29,14,606.72,1.0,1
56435388,2021-06-23,81,206.94,1.0,1
57147296,2021-06-12,14,289.03,1.0,1
59873953,2021-10-12,14,62.010000000000005,1.0,1
56897047,2021-08-10,65,270.94,1.0,3
61787420,2021-10-02,14,399.64,1.0,3
60785274,2021-12-03,14,319.75,1.0,1
50379188,2021-01-21,14,282.96,1.0,2
59684471,2021-09-03,14,66.35,1.0,2
58703035,2021-07-31,14,337.41999999999996,1.0,5
50438636,2021-05-06,14,311.04,1.0,2
61685710,2021-10-26,14,288.28,1.0,3
51846161,2021-06-20,81,260.39,1.0,1
57631169,2021-06-11,65,213.7,0.8729,1
59862743,2021-08-30,14,350.98,1.0,9
58111626,2021-10-10,14,417.23,1.0,1
53857265,2021-08-14,14,359.53,1.0,11
60559037,2021-08-17,14,281.48,1.0,4
58950385,2021-09-03,81,192.16,1.0,2
52492596,2021-05-08,14,231.22,1.0,1
50409008,2021-05-24,81,65.57,1.0,2
61387026,2021-08-12,14,124.56,1.0,1
57538547,2021-10-24,81,407.0,1.0,1
61916956,2022-02-06,51,352.01,1.0,1
59233315,2021-08-13,81,44.519999999999996,1.0,1
51136589,2021-06-06,14,534.02,1.0,3
59015978,2021-08-06,14,333.04,1.0,1
59852798,2021-10-30,81,400.89,1.0,1
52408475,2021-06-21,14,861.84,1.0,16
53420053,2021-06-22,14,171.87,1.0,4
61986439,2022-01-28,51,143.43,1.0,2
59077054,2021-09-05,14,138.57,1.0,1
56985022,2021-10-26,14,108.12,1.0,1
53178576,2021-03-09,81,780.3199999999999,1.0,1
52844870,2021-05-03,81,904.78,1.0,1
61375146,2021-10-08,81,1994.4,7.7417,3
58523960,2021-07-17,14,372.52,1.0,1
59616008,2021-11-08,81,347.77,1.0,2
54319490,2021-07-24,14,190.36,1.0,2
52181115,2021-05-24,81,170.96,1.0,2
50304610,2021-04-03,14,149.73,1.0,1
61351430,2021-10-23,14,387.62,1.0,12
59469712,2021-11-29,14,190.35,1.0,2
57845460,2021-09-08,13,641.31,1.0,2
53314510,2021-05-10,14,985.1,10.5612,2
59401313,2021-10-15,14,216.73,1.0,1
56002209,2021-09-30,14,100.12,1.0,5
53747068,2021-03-22,13,427.68,1.0,18
60011500,2021-12-31,14,54276.0,371.361,10
55262657,2021-04-23,14,147.7,1.0,1
57486281,2021-06-22,14,512.6,10.5335,2
59289352,2021-09-22,81,446.62,1.0,2
61501298,2021-11-05,14,388.96,1.0,3
55932517,2021-07-03,14,268.32,1.0,4
52201131,2021-06-09,14,298.9,1.0,1
55219155,2021-08-12,81,882.18,1.0,3
54071849,2021-04-16,81,397.42,1.0,1
55493305,2021-04-29,14,297.69,1.0,3
54183194,2021-04-08,14,92.76,1.0,2
61286500,2021-11-27,14,59.120000000000005,1.0,2
59409905,2021-07-31,14,319.08,1.0,1
52815142,2021-05-17,81,350.25,1.0,5
61244194,2022-01-02,14,205.86,1.0,1
51359796,2021-07-19,14,264.23,1.0,2
59748781,2021-10-18,14,474.08,1.0,4
52834422,2021-08-13,81,495.96000000000004,1.0,4
55365075,2021-07-23,14,218.82999999999998,1.0,8
56010066,2021-06-09,14,152.0,1.0,0
56267659,2021-09-10,81,426.83,1.0,5
55121014,2021-08-26,14,181.69,1.0,1
51428571,2021-03-29,81,240.5,1.0,1
54543035,2021-07-28,14,198.9,0.8889,2
54127408,2021-03-30,14,355.32,1.0,25
60753783,2021-08-24,81,691.8299999999999,1.0,13
51885160,2021-03-19,13,481.05,5.115,1
61900775,2021-12-08,51,1122.34,7.7374,1
51699250,2021-05-08,81,364.89,1.0,4
53735275,2021-05-15,14,343.66,1.0,2
52734909,2021-06-02,14,489.64,1.0,25
59911655,2021-10-22,14,1268.42,1.0858,23
57218441,2021-06-23,14,204.13,1.0,1
53473671,2021-08-20,14,291.75,1.0,1
61849188,2022-01-29,6,350.51,1.0,1
54554711,2021-05-05,14,196.12,1.0,5
52969581,2021-04-23,81,283.33000000000004,1.0,4
53863250,2021-07-08,14,204.65,1.0,2
59685099,2021-12-18,14,77.67,1.0,1
54528461,2021-04-25,14,226.69,1.0,9
52733102,2021-03-22,14,159.07999999999998,1.0,6
51801136,2021-03-05,14,158.3,1.0,2
53929737,2021-07-12,81,194.62,1.0,7
59056120,2021-11-12,14,414.72,7.7335,1
54229774,2021-08-16,81,405.44,1.0,7
54436604,2021-07-19,14,292.79,1.0,1
55560486,2021-04-19,81,368.87,0.8818,1
61298366,2021-10-12,81,678.8299999999999,1.0,17
54256339,2021-03-27,14,170.17000000000002,1.0,6
51339646,2021-05-13,14,400.61,1.0,3
55568805,2021-07-29,81,1175.6799999999998,7.7385,2
60145041,2021-09-06,14,149.44,1.0,1
54357223,2021-04-14,81,55.79,1.0,1
59785556,2021-08-13,81,2711.22,10.45,1
53741563,2021-08-12,81,476.48,1.0,2
53516744,2021-03-29,81,342.95,1.0,1
55525051,2021-10-11,14,427.77,1.0,7
60171177,2021-07-29,14,349.43,1.0,1
61397019,2022-01-26,14,468.39,1.0,1
57011203,2021-08-19,14,374.24,1.0,11
53053111,2021-03-04,14,169.51,1.0,2
52467636,2021-04-07,81,143.65,1.0,2
51913394,2021-04-04,14,241.37,1.0,4
57973466,2021-07-13,14,224.67000000000002,1.0,1
52253423,2021-04-07,14,2725.68,10.7938,5
57903656,2021-10-18,14,368.94,1.0,3
56586277,2021-08-17,14,447.96,1.0,12
52323127,2021-03-24,14,1891.69,7.7339,8
61367556,2021-08-19,81,198.65,1.0,1
59859326,2022-01-01,14,99.92,1.0,2
55867199,2021-09-14,14,143.0,1.0,0
54761435,2021-06-03,81,151.88,1.0,9
50830397,2021-05-21,14,172.3,1.0,10
52189595,2021-04-24,14,600.12,1.0,17
60797200,2022-01-13,14,4664.96,10.8735,17
56286132,2021-07-23,14,468.14,1.0,14
59109123,2021-08-21,14,398.71,1.0,2
59979359,2021-09-24,81,435.21000000000004,1.0,3
53773395,2021-05-20,14,73.44,1.0,1
55825493,2021-07-11,14,134.92000000000002,1.0,3
52121134,2021-06-17,14,314.95,1.0,5
60471332,2021-09-20,14,123.93,1.0,2
50788626,2021-04-17,14,68.02,1.0,1
53685210,2021-03-25,14,460.2,1.0,7
