orderId,returnId,returnDate
47056909,4286173,2021-02-05
47115680,4293085,2021-03-27
47120852,4293778,2021-06-12
47531557,4369020,2021-05-08
47485579,4313782,2021-02-12
47048203,4950711,2021-09-18
47494210,4314296,2021-07-01
46998941,4292584,2021-03-15
47055961,4285757,2021-05-08
47056464,4285923,2021-06-08
47056588,4285613,2021-01-23
47116779,4293694,2021-01-30
47121576,4293521,2021-02-18
47055105,4286292,2021-02-01
47118551,4293160,2021-03-25
47056282,4285865,2021-01-06
47113855,4293201,2021-01-11
47051238,4285981,2021-07-01
47111959,4293247,2021-05-09
47971107,4379011,2021-05-10
47644506,4551505,2021-04-24
47975070,4378070,2021-07-15
48008342,4438797,2021-03-02
47908737,4296157,2021-02-20
47587427,4313694,2021-01-31
47908805,4296278,2021-05-10
47911058,4296360,2021-07-03
47632143,4550949,2021-03-18
47905600,4296583,2021-01-08
47640207,4551209,2021-05-24
47976619,4378784,2021-06-29
47971960,4378825,2021-03-09
47968857,4378997,2021-07-14
47826587,4346348,2021-07-01
47913035,4296973,2021-04-08
47584566,4313213,2021-01-28
47905099,4297027,2021-06-27
47908294,4296235,2021-03-19
47971607,4378681,2021-07-04
47742421,4770817,2021-08-12
47909951,4297007,2021-04-29
48287159,4323507,2021-06-25
47908974,4296297,2021-02-12
48297627,4324322,2021-02-20
48289578,4323802,2021-05-30
48313931,4373899,2021-05-30
48395410,4303419,2021-03-24
48593455,4288349,2021-03-26
48675518,4586465,2021-03-25
48798231,4338296,2021-03-26
48399155,4303711,2021-05-21
48501460,4421887,2021-05-27
48803988,4338525,2021-05-26
48872841,4318447,2021-05-22
48291819,4324509,2021-02-12
48354076,4453310,2021-04-22
48362453,4454304,2021-05-12
48584904,4288184,2021-01-15
48811326,4435108,2021-03-27
48833814,4300725,2021-02-04
48905672,4427431,2021-06-11
48286652,4324261,2021-06-19
48360015,4453873,2021-04-20
48355525,4454076,2021-06-20
48588767,4288971,2021-01-10
48684743,4358183,2021-03-31
48732542,4400052,2021-02-24
48817044,4434456,2021-08-12
48832805,4301196,2021-06-06
48884752,4309699,2021-01-14
48293409,4323866,2021-04-09
48365020,4453624,2021-03-08
48359545,4453986,2021-04-09
48564922,4442389,2021-08-05
48589284,4289062,2021-05-19
48682035,4358187,2021-04-04
48694645,4341327,2021-06-29
48728942,4399314,2021-03-26
48832269,4300800,2021-02-17
48290832,4323913,2021-02-23
48399145,4303552,2021-04-25
48797790,4338200,2021-04-14
48870427,4318770,2021-04-17
48354067,4453191,2021-06-17
48387843,4303741,2021-01-28
48705565,4340567,2021-06-02
48803922,4337602,2021-04-03
48872384,4318938,2021-02-27
48298351,4324604,2021-07-08
48302901,4373022,2021-05-07
48399457,4304110,2021-06-28
48797378,4338459,2021-04-30
48864735,4318026,2021-06-17
48287232,4324053,2021-06-06
48392322,4303547,2021-02-27
48800989,4338015,2021-05-13
48293660,4323992,2021-06-28
48295709,4324601,2021-03-21
48361496,4453529,2021-04-13
48562435,4442507,2021-04-10
48585844,4288271,2021-02-28
48735081,4399766,2021-07-10
48291619,4324403,2021-02-21
48357668,4453355,2021-05-04
48563972,4442264,2021-05-23
48594629,4288925,2021-04-24
48590171,4288132,2021-03-13
48809197,4434859,2021-03-10
48871337,4605137,2021-06-21
48289470,4323547,2021-06-14
48355410,4453597,2021-04-14
48588201,4289123,2021-05-07
48683537,4358169,2021-02-11
48725424,4400017,2021-04-08
48770023,4295271,2021-01-30
48298364,4324007,2021-04-11
48302855,4374013,2021-04-30
48389186,4303254,2021-02-11
48582961,4326624,2021-07-10
48800972,4337630,2021-03-24
48305210,4373514,2021-02-26
48390368,4303923,2021-04-04
48681641,4586006,2021-05-04
48794436,4338422,2021-04-01
48355810,4454417,2021-07-02
48573222,4442864,2021-07-05
48591207,4289029,2021-04-06
48585049,4289299,2021-03-16
48355016,4454268,2021-07-25
48567967,4442905,2021-06-12
48587872,4288900,2021-01-17
48680253,4357777,2021-05-14
48812024,4434433,2021-03-28
48979856,5107242,2021-07-03
48977120,4375988,2021-02-03
49077185,4345697,2021-03-15
49176192,4577282,2021-09-07
49191094,4298419,2021-02-12
49247136,4300832,2021-05-30
49289596,4297102,2021-05-05
49305049,5248577,2021-12-13
49399587,4351442,2021-04-28
48989462,4310501,2021-06-12
49024388,4538220,2021-08-12
49022909,4537428,2021-05-22
49263555,4426225,2021-04-17
49269759,4382331,2021-05-03
49311931,5249504,2021-12-08
49410560,4467079,2021-08-25
49416497,4466374,2021-05-09
49647969,5363751,2021-11-05
49026578,4538240,2021-03-16
49135827,4313097,2021-05-05
49139009,4355264,2021-04-08
49201128,4357740,2021-05-19
49311963,5249491,2021-11-11
49416007,4465993,2021-06-30
49617544,5178199,2021-08-23
49030163,4538329,2021-07-21
49136172,4312876,2021-07-11
49134973,4354383,2021-07-03
49304663,5249119,2021-08-15
49413442,4466368,2021-04-09
49617654,5178737,2021-10-12
48980001,5107262,2021-06-24
49021109,4537868,2021-04-25
49132013,4326987,2021-06-24
49199091,4298555,2021-02-21
49291270,4297964,2021-03-10
49312799,5248587,2021-11-17
48973148,5107068,2021-11-05
48977783,4376147,2021-03-25
49082290,4346258,2021-06-13
49288815,4297495,2021-06-19
49308960,5249034,2021-08-21
49461678,4384339,2021-07-18
49603922,4376088,2021-04-13
48974919,5107137,2021-11-16
49025523,4538113,2021-06-27
49191876,4298364,2021-07-01
49299951,4297932,2021-04-30
49314165,5248804,2021-07-02
49310199,5248558,2021-08-18
49557290,4395914,2021-04-24
48971469,5106351,2021-10-01
48987739,4375403,2021-07-19
49032935,4537515,2021-08-24
49077646,4346250,2021-02-18
49137733,4354265,2021-07-25
49187007,4577683,2021-03-23
49290449,4297163,2021-03-11
49307511,5248752,2021-12-07
49023100,4537328,2021-06-27
49136040,4313589,2021-03-15
49131871,4354111,2021-06-06
49197569,4358259,2021-06-28
49293013,4297643,2021-03-27
49306949,5248502,2021-11-02
49411719,4466770,2021-07-21
49610015,4346686,2021-02-12
49619287,5178129,2021-11-28
48977710,5106566,2021-06-30
49033541,4537744,2021-05-20
49188405,4297978,2021-01-09
49265020,4346593,2021-02-23
49294672,4297431,2021-01-11
49312850,5249325,2021-10-23
49304618,5249524,2021-11-08
49565754,4395296,2021-04-01
48977528,5106588,2021-10-08
49080503,4345901,2021-04-10
49176539,4577229,2021-03-23
49197291,4297958,2021-03-24
49295320,4297266,2021-03-04
49303211,5249412,2021-09-12
49392627,4351581,2021-02-09
49466205,4384298,2021-03-15
48987788,4375926,2021-03-25
49030802,4537993,2021-07-10
49110073,5037532,2021-06-01
49137733,4313453,2021-06-22
49132267,4355247,2021-04-23
49198624,4357351,2021-06-04
49293288,4297097,2021-04-14
49310160,5249605,2021-09-16
49415266,4466464,2021-08-27
49615013,5179188,2021-09-20
49030110,4537583,2021-03-23
49083875,4346648,2021-01-30
49131885,4313563,2021-05-18
49253697,4300940,2021-01-30
49262898,4345970,2021-05-07
49270168,4383421,2021-06-30
49410591,4466748,2021-06-24
49646548,5363417,2022-01-12
48981173,5106839,2021-11-17
49023440,4538483,2021-06-24
49190149,4298509,2021-01-16
49264427,4345707,2021-05-05
49292826,4298020,2021-02-21
49312054,5249530,2021-10-03
49307284,5249176,2021-11-20
48992888,4309954,2021-02-13
49030646,4538034,2021-06-14
49032473,4538237,2021-03-26
49304839,5249191,2021-12-06
49410839,4466881,2021-04-12
49414166,4466588,2021-06-13
49527873,4301927,2021-03-18
49647109,5363065,2021-09-14
49022910,4538097,2021-06-19
49080202,4345631,2021-06-13
49135187,4313597,2021-06-08
49247947,4300794,2021-05-13
49269844,4382986,2021-05-25
49416955,4467034,2021-05-30
49637115,5363957,2021-08-13
49718008,4348043,2021-07-09
49719612,4369419,2021-02-05
49743408,4315514,2021-05-08
49751998,4315721,2021-05-24
49934936,4348655,2021-03-26
49930599,4349141,2021-03-17
50103558,4382869,2021-05-14
50124786,4333856,2021-07-03
50218464,4305945,2021-06-14
50228241,4417016,2021-05-24
49672803,4332647,2021-04-29
49726782,4370042,2021-03-21
49727372,4369265,2021-07-17
49900720,4382199,2021-04-12
49956077,4307754,2021-04-30
50172993,4483637,2021-06-06
50209344,4383360,2021-07-06
49676691,4332052,2021-06-03
49721243,4370098,2021-04-23
49726008,4370491,2021-07-28
49757492,4315867,2021-01-16
49762067,4368989,2021-05-25
49906060,4382129,2021-04-05
50173045,4483701,2021-03-23
49719158,4347940,2021-02-20
49741515,4315303,2021-05-18
49952867,4306622,2021-02-14
50111154,4382837,2021-05-15
50123378,4334151,2021-01-31
50177729,4391515,2021-05-08
50207127,4291189,2021-01-06
49721515,4369817,2021-07-27
49746350,4331083,2021-04-21
49756649,4314813,2021-04-22
49932183,4348660,2021-02-17
49954022,4384016,2021-03-13
50014282,4390184,2021-02-27
50036593,4417309,2021-07-04
50098101,4440892,2021-05-01
50104870,4383128,2021-04-21
50199019,4291298,2021-02-21
50314129,4311910,2021-05-25
50361710,4292036,2021-04-25
49721760,4369772,2021-06-22
49715134,4370346,2021-05-31
49821790,4464514,2021-04-10
50177969,4484216,2021-04-03
50204891,4382929,2021-05-13
50217457,4305745,2021-05-18
49719753,4348134,2021-03-26
49721921,4369515,2021-07-05
49742555,4316264,2021-03-17
49749617,4331248,2021-01-29
49956938,4307438,2021-03-26
50103658,4383212,2021-07-03
50123262,4333001,2021-03-31
50205577,4291319,2021-01-19
49679274,4332572,2021-05-30
49667035,4331547,2021-02-13
49715667,4348903,2021-07-06
49726891,4369970,2021-04-07
49745919,4331375,2021-04-26
49747338,4314683,2021-04-30
49927718,4348642,2021-02-19
50042605,4416775,2021-07-13
50105602,4382895,2021-07-07
50109839,4383664,2021-07-22
50131678,4333768,2021-07-17
49721588,4369456,2021-02-18
49740907,4315765,2021-04-20
49766565,4368948,2021-03-22
49909721,4381805,2021-02-19
49994560,4350844,2021-04-28
50174199,4484457,2021-05-02
50208169,4305362,2021-03-31
49723875,4370072,2021-07-11
49745315,4344549,2021-02-01
49752106,4331776,2021-05-04
49759310,4314940,2021-06-02
49927661,4349770,2021-05-11
50105841,4383048,2021-07-18
50133176,4333494,2021-05-18
50170259,4483877,2021-06-28
49726149,4370042,2021-07-25
49773878,4370065,2021-02-03
49777666,4313117,2021-02-22
50022450,4344131,2021-02-21
50049977,4402786,2021-07-21
50120294,4366686,2021-04-04
50170100,4483497,2021-07-14
50254074,4394724,2021-04-25
50247274,4448138,2021-07-05
49719022,4370315,2021-03-10
49740308,4316390,2021-01-25
49771085,4369497,2021-01-30
49938415,4770153,2021-07-23
49945990,4337567,2021-02-24
49994398,4350216,2021-03-25
50172289,4484266,2021-03-30
50191156,4333726,2021-06-20
50215597,4305174,2021-05-21
50394578,4627394,2021-09-06
50392935,4627237,2021-09-21
50384963,4626508,2021-08-27
49713457,4348191,2021-06-12
49719623,4370015,2021-06-13
49744606,4315786,2021-02-27
49756183,4315815,2021-01-28
49926982,4349381,2021-03-17
50107081,4383544,2021-05-27
50133860,4333792,2021-05-23
49720722,4369646,2021-06-20
49751845,4344861,2021-04-25
49754270,4331330,2021-02-25
49750167,4314867,2021-03-24
49932890,4348935,2021-07-21
50035588,4417685,2021-04-06
50095043,4440763,2021-05-29
50102084,4383550,2021-05-28
50111663,4382976,2021-03-12
50127893,4333576,2021-05-31
50168589,4484397,2021-03-19
50175201,4301290,2021-04-29
50225273,4416433,2021-05-16
49716245,4370293,2021-07-09
49720555,4369329,2021-04-23
49904595,4382208,2021-03-11
50171981,4484414,2021-07-26
50203234,4383156,2021-07-25
50386463,4627647,2021-03-29
50384811,4627659,2021-09-15
50394912,4627528,2021-06-01
49726322,4369952,2021-04-10
49724932,4370407,2021-06-14
49772836,4369005,2021-07-04
50171338,4302144,2021-03-19
50208830,4382799,2021-02-19
50257673,4394252,2021-02-13
50385665,4627414,2021-04-04
50395044,4366085,2021-05-11
50384726,4626934,2021-04-15
50493126,4606165,2021-06-04
50608011,4403712,2021-02-23
50701337,4312445,2021-03-31
50808263,4318556,2021-04-03
50857421,4438119,2021-07-13
50904875,4406138,2021-04-27
50908548,4408514,2021-07-30
50918568,4323752,2021-03-11
50913646,4412445,2021-07-16
50968236,4398320,2021-05-18
50387947,4626852,2021-06-13
50413180,4300336,2021-01-20
50433805,4309447,2021-04-18
50550437,4302431,2021-05-07
50564820,4303080,2021-05-21
50607369,4402770,2021-05-29
50702515,4396804,2021-05-12
50885353,5028173,2021-09-27
50905788,4406617,2021-07-19
50986503,4454663,2021-08-03
50387902,4627032,2021-07-05
50403263,4365801,2021-05-15
50438076,4308563,2021-05-01
50485701,4551672,2021-04-21
50495453,4309602,2021-05-05
50499901,4605514,2021-07-18
50507833,4299547,2021-02-04
50609424,4402905,2021-03-03
50621288,4684075,2021-05-17
50765139,4402058,2021-03-27
50810458,4318685,2021-03-16
50893290,4734084,2021-05-23
50904621,4406456,2021-03-31
50970821,4397893,2021-02-22
50388306,4626924,2021-05-19
50395063,4626646,2021-07-06
50433407,4309062,2021-05-25
50533456,4388827,2021-05-20
50544279,4302050,2021-05-17
50610512,4403719,2021-03-26
50800071,4318549,2021-04-29
50906484,4406641,2021-05-31
50984326,4455015,2021-07-29
50390206,4627633,2021-09-14
50436850,4308446,2021-04-21
50438059,4309116,2021-04-07
50530821,4388779,2021-02-25
50728489,4400468,2021-03-20
50803114,4318641,2021-01-21
50835730,4321888,2021-03-13
50908695,4406285,2021-04-13
50991593,4454153,2021-05-28
50392954,4626906,2021-06-19
50429784,4313682,2021-04-26
50436603,4309259,2021-01-23
50488284,4297257,2021-01-31
50495468,4310637,2021-01-14
50804484,4318339,2021-07-10
50908259,4406457,2021-05-20
50905740,4406923,2021-07-24
50971905,4398642,2021-03-04
50390806,4626498,2021-05-29
50389983,4626960,2021-06-26
50404046,4366140,2021-05-06
50483536,4551745,2021-07-27
50492604,4309576,2021-04-21
50493702,4606160,2021-08-01
50510173,4300022,2021-04-23
50563391,4390698,2021-05-23
50610160,4403115,2021-06-17
50706863,4311863,2021-06-24
50757725,4402785,2021-05-22
50811257,4318866,2021-05-03
50902428,4735185,2021-09-27
50906184,4406631,2021-08-02
50911372,4323160,2021-07-02
50923893,4413000,2021-05-26
50971718,4398311,2021-02-10
50394558,4626663,2021-08-11
50430729,4314276,2021-01-15
50442204,4309323,2021-06-03
50489622,4309635,2021-03-16
50495785,4605991,2021-05-25
50514651,4300691,2021-01-19
50603223,4388786,2021-05-12
50619234,4683998,2021-08-13
50758678,4402125,2021-04-04
50889093,4412668,2021-03-16
50910905,4406728,2021-06-19
50905041,4407012,2021-03-16
50947926,4358768,2021-03-17
50968057,4398272,2021-03-13
50983649,4454535,2021-06-21
50392420,4626962,2021-05-20
50434396,4308362,2021-06-16
50750895,4384709,2021-07-07
50906072,4405971,2021-03-08
50908049,4406593,2021-03-02
50944153,4358733,2021-06-23
50971259,4398379,2021-06-16
50504553,4606352,2021-03-27
50582802,4357337,2021-03-19
50607754,4403079,2021-04-19
50807288,4318231,2021-05-30
50897087,4734050,2021-06-02
50906700,4406580,2021-02-23
50922709,4413076,2021-04-15
50943671,4329416,2021-06-29
50952724,4328726,2021-06-01
50972801,4397874,2021-06-04
50400218,4366328,2021-03-24
50435589,4308624,2021-07-05
50526313,4381507,2021-03-19
50556682,4301862,2021-01-26
50751314,4447602,2021-04-23
50804235,4318726,2021-04-09
50853150,4438193,2021-05-17
50903953,4406282,2021-02-26
50919006,4412062,2021-07-27
50442574,4309399,2021-05-13
50533140,4381325,2021-06-07
50546590,4301896,2021-03-30
50802195,4318897,2021-01-23
50905576,4406584,2021-02-23
50919656,4413136,2021-06-27
50930021,4378587,2021-03-23
50384619,4627284,2021-04-23
50440312,4309325,2021-06-24
50538233,4330971,2021-02-02
50544183,4302204,2021-02-27
50596183,4306933,2021-01-22
50810603,4319363,2021-04-02
50854594,4438863,2021-08-09
50879172,4424840,2021-04-12
50910083,4406046,2021-03-12
50913975,4413193,2021-04-22
50926603,4402233,2021-05-12
50995167,4454034,2021-06-26
50432195,4308687,2021-04-29
50777579,4397822,2021-07-22
50807311,4318765,2021-02-08
50912915,4406124,2021-03-16
50914692,4406392,2021-05-11
50964223,4398022,2021-08-03
50438874,4308500,2021-06-07
50442736,4309331,2021-04-07
50525495,4388607,2021-04-26
50567509,4302946,2021-01-19
50717393,4400078,2021-05-31
50764946,4318347,2021-06-29
50805319,4318505,2021-06-21
50886228,4427085,2021-02-17
50895617,4476312,2021-06-03
50912948,4406388,2021-07-09
50992036,4454382,2021-04-25
50436713,4308444,2021-01-24
50436227,4955752,2021-08-26
50535964,4330075,2021-07-03
50810566,4319372,2021-06-06
50837354,4324841,2021-04-21
50862554,4438761,2021-07-08
50908015,4406394,2021-06-27
50918090,4412064,2021-02-19
50995509,4454212,2021-07-07
51177946,4455260,2021-05-08
51418841,4638337,2021-08-12
51431837,4438411,2021-03-15
51477585,4468286,2021-03-29
51491170,4473741,2021-07-13
51548223,4945761,2021-10-04
51555571,4945639,2021-06-05
51673623,4443839,2021-04-28
51698221,4655563,2021-05-28
51720420,4381559,2021-02-23
51108066,4391027,2021-06-30
51127162,4411720,2021-03-21
51145062,4435691,2021-08-12
51490811,4473901,2021-04-21
51570025,4438651,2021-06-10
51574094,4439536,2021-03-11
51123467,4411283,2021-07-20
51163430,4446918,2021-05-17
51490111,4473868,2021-03-09
51575396,4438535,2021-08-03
51586728,4473495,2021-05-16
51178184,4455268,2021-03-18
51240190,4585417,2021-09-05
51361358,4459007,2021-04-29
51389937,4361001,2021-03-14
51439401,4467855,2021-03-12
51513297,4468085,2021-08-09
51550651,4945968,2021-06-19
51554180,4945546,2021-07-31
51793577,4495211,2021-04-15
51124280,4411283,2021-07-14
51397382,4450133,2021-06-23
51487100,4473771,2021-05-12
51570401,4438982,2021-03-15
51590016,4473522,2021-08-16
51146717,4444166,2021-03-15
51183776,4454773,2021-02-26
51182063,4455297,2021-04-12
51446214,4390713,2021-04-18
51517372,4468400,2021-04-26
51552331,4945368,2021-06-06
51246039,4460625,2021-05-23
51442583,4467562,2021-08-05
51453243,4390863,2021-05-04
51484619,4518177,2021-06-09
51514385,4467798,2021-05-14
51551535,4945310,2021-08-09
51561176,4421000,2021-03-29
51623600,4444216,2021-06-19
51166706,4521077,2021-05-03
51181894,4454976,2021-03-26
51454678,4391220,2021-05-10
51512179,4467764,2021-04-26
51543841,4945368,2021-08-09
51624328,4506431,2021-07-13
51648258,4377280,2021-02-03
51667993,4443540,2021-04-24
51113999,4549546,2021-06-30
51145235,4444286,2021-03-11
51165177,4520454,2021-09-06
51391906,4361580,2021-05-12
51435591,4467969,2021-03-12
51529215,4833935,2021-09-19
51555225,4456471,2021-08-19
51577158,4439292,2021-08-18
51624597,4505976,2021-03-18
51216757,4415144,2021-06-07
51245216,4445019,2021-03-06
51285181,4446004,2021-03-30
51484851,4473430,2021-04-02
51562977,4457552,2021-05-14
51577636,4438563,2021-07-27
51128935,4410944,2021-03-27
51145982,4444930,2021-04-04
51390355,4361329,2021-06-22
51535682,4834517,2021-10-05
51565258,4456723,2021-05-27
51578152,4438973,2021-05-08
51740188,4461536,2021-08-24
51179886,4455241,2021-05-08
51295316,4349294,2021-05-12
51475000,4468496,2021-08-19
51485359,4473367,2021-03-06
51549755,4945204,2021-07-23
51187938,4455091,2021-03-04
51241933,4585774,2021-04-10
51247762,4459889,2021-03-20
51296122,4352141,2021-05-05
51425201,4438395,2021-02-24
51552633,4945198,2021-07-03
51549725,4946024,2021-07-13
51586536,4473148,2021-05-29
51620755,4443749,2021-03-09
51148761,4412576,2021-02-21
51244290,4585173,2021-07-05
51421088,4438357,2021-03-06
51475351,4468088,2021-07-20
51551972,4945785,2021-07-29
51553386,4946151,2021-09-05
51589014,4473485,2021-08-12
51705212,4655451,2021-06-30
51837792,4484501,2021-04-28
51124618,4411411,2021-05-10
51145635,4436509,2021-05-08
51490695,4473412,2021-05-05
51593906,4474204,2021-05-02
51423860,4639418,2021-04-20
51493318,4473039,2021-05-12
51557574,4457554,2021-05-17
51569998,4438631,2021-03-30
51856046,4719523,2021-04-22
51890551,4526383,2021-07-10
51947056,4477552,2021-08-03
52070309,4427653,2021-06-22
52087792,5027468,2021-06-18
52150632,4409794,2021-04-30
52200379,4607292,2021-08-25
52206774,4444960,2021-03-07
52233372,4474319,2021-06-16
52279414,4606029,2021-08-30
52277551,4605817,2021-04-21
52282577,4492589,2021-03-11
52445356,4486477,2021-03-08
51862255,4390076,2021-05-15
51896778,4526664,2021-05-13
51942443,4477437,2021-06-17
51945013,4477211,2021-07-24
51962463,4496480,2021-07-25
52211918,4443368,2021-04-21
52367546,4517020,2021-04-22
52419216,4646281,2021-09-17
52426859,4646251,2021-05-02
52489453,4438426,2021-07-18
51864844,4389543,2021-07-05
51901352,4526434,2021-08-16
52078116,4428632,2021-05-21
52083077,5027740,2021-09-25
52178271,4550293,2021-03-21
52185530,4439291,2021-05-10
52425471,4646249,2021-09-21
52428683,4645655,2021-05-19
51928008,4478419,2021-06-23
51944008,4476949,2021-03-25
51953559,4477028,2021-05-10
52025517,4477402,2021-08-05
52068025,4638545,2021-05-08
52275987,4606607,2021-09-10
52274542,4606606,2021-04-16
52448048,4536764,2021-05-19
52453919,4485763,2021-08-26
51950962,4477375,2021-08-09
52058984,4639206,2021-04-15
52090027,5028468,2021-09-11
52280470,4605571,2021-09-17
52279899,4605710,2021-05-11
52292613,4492882,2021-04-05
52442323,4537041,2021-03-22
52451761,4486001,2021-05-22
51858185,4390224,2021-05-15
51889823,4527077,2021-06-03
52090521,5027821,2021-11-11
52219704,4433916,2021-05-19
52398688,4557815,2021-07-17
52426140,4645830,2021-07-19
52508314,4517454,2021-06-10
51932736,4478708,2021-07-19
51941228,4476979,2021-04-14
51944716,4477571,2021-07-28
52084721,5027888,2021-09-02
52200397,4607384,2021-05-26
52219437,4433789,2021-07-12
52238648,4474278,2021-06-10
52276512,4606679,2021-05-08
52284880,4492526,2021-06-29
52390955,4547518,2021-07-30
52446167,4536566,2021-09-02
52446163,4486438,2021-05-04
51951286,4477011,2021-08-15
52061691,4639536,2021-04-11
52085569,5027983,2021-10-22
52216563,4442846,2021-08-12
52286004,4606131,2021-08-06
52279082,4605521,2021-04-10
52445288,4486680,2021-06-04
51892078,4525998,2021-04-21
52089352,5028240,2021-07-24
52427794,4646482,2021-06-03
52478722,4567248,2021-05-24
51860605,4389624,2021-07-10
51884132,4449042,2021-07-15
51898469,4526352,2021-07-15
52091230,5028141,2021-09-18
52250948,4537675,2021-04-11
52293060,4507963,2021-08-07
52397198,4557705,2021-03-19
52422431,4645644,2021-08-12
51879852,4445511,2021-04-26
51900946,4526496,2021-04-12
52083310,5027831,2021-09-26
52128378,4516344,2021-05-06
52125335,4473659,2021-04-12
52429244,4646728,2021-06-22
51948089,4477104,2021-05-24
52063191,4638692,2021-06-01
52077233,4428832,2021-03-11
52082378,5028100,2021-08-04
52219493,4442366,2021-08-08
52274742,4606250,2021-07-01
52283169,4605633,2021-04-01
52290884,4470612,2021-07-10
52445990,4486289,2021-04-30
51864536,4719016,2021-09-11
51891990,4525953,2021-07-07
51943302,4477136,2021-04-06
51946903,4477629,2021-08-05
52087311,5028312,2021-10-05
52199586,4419372,2021-03-09
52233283,4474470,2021-07-08
52252804,4537424,2021-03-18
52277452,4606103,2021-07-23
52454139,4485990,2021-06-17
51863402,4389910,2021-06-12
51890138,4526384,2021-05-23
52090663,5027317,2021-09-29
52128722,4406436,2021-07-07
52219021,4443172,2021-08-15
52379286,4425266,2021-05-24
52394407,4558062,2021-07-30
52421993,4646400,2021-04-02
52511161,4517583,2021-03-17
51941504,4477499,2021-05-16
52075422,4428360,2021-08-08
52083077,5027229,2021-06-27
52277851,4605927,2021-04-17
52281017,4605742,2021-06-30
52453360,4485597,2021-05-05
52483347,4439616,2021-07-19
52531043,4729045,2021-08-10
51901280,4526738,2021-05-18
52081369,5027400,2021-08-15
52249307,4537151,2021-05-26
52389839,4558160,2021-08-11
52407265,4635992,2021-07-14
52422046,4646265,2021-05-08
52573875,4478340,2021-06-15
52569254,4539783,2021-03-26
52716564,4549814,2021-04-18
52825970,4619475,2021-09-03
52929724,4636182,2021-07-05
53046469,4636488,2021-08-31
53084768,4851679,2021-07-17
53150749,4834222,2021-07-13
53148678,4834811,2021-06-07
53185322,4527946,2021-03-26
53193677,4598966,2021-08-08
52589959,4577704,2021-04-03
52626651,4462496,2021-04-08
52880693,4637683,2021-07-23
52884812,4637455,2021-05-16
52884917,4638007,2021-09-11
52884695,4637468,2021-04-03
53060761,4665244,2021-05-26
53152269,4834673,2021-09-27
52567818,4529472,2021-04-14
52585976,4576975,2021-05-15
52681246,4717788,2021-09-30
52875112,4637470,2021-03-31
52883252,4637378,2021-07-07
52882524,4637602,2021-08-16
52880778,4637366,2021-04-29
53075346,4850883,2021-08-29
53114420,4584430,2021-07-19
53157477,4834552,2021-05-22
52567829,4478621,2021-07-05
52661728,4596671,2021-08-13
52796292,4518272,2021-04-23
52826633,4618868,2021-05-02
