order_id,created_date,status_id,quantity,order_conv_sum
52511515,2021-05-11,81.0,2,161.44779491209115
61327197,2021-11-24,14.0,4,355.08
59810022,2022-01-01,14.0,5,318.37
55369554,2021-09-28,14.0,4,557.56
51565384,2021-05-30,14.0,2,34.43
50353862,2021-04-01,14.0,1,362.3
61728391,2021-11-29,81.0,10,277.15999999999997
60380559,2021-11-12,14.0,2,464.39
58037252,2021-08-19,81.0,15,648.8199999999999
50510637,2021-01-29,81.0,7,43.09400640479032
51614653,2021-06-27,14.0,4,114.76
58127817,2021-10-16,14.0,3,148.66
59531130,2021-12-08,14.0,1,229.82999999999998
60995211,2021-11-03,81.0,5,401.86
57365615,2021-10-15,14.0,6,223.22
60701504,2021-11-28,14.0,23,164.06
53965226,2021-04-12,14.0,1,289.04
58145094,2021-07-01,14.0,2,94.08
54703060,2021-06-12,14.0,1,204.74
55785483,2021-07-20,81.0,2,304.48
60017172,2021-08-12,65.0,1,256.31
60642352,2021-08-10,14.0,1,335.57
51335080,2021-04-08,14.0,8,374.24
58660462,2021-10-07,81.0,6,522.1700000000001
60781550,2021-12-29,14.0,33,572.97
61552847,2021-11-14,14.0,4,258.02
57957159,2021-11-26,81.0,2,364.76
53251095,2021-08-23,13.0,1,227.53
54188068,2021-03-27,14.0,1,72.17416042725426
53865884,2021-08-04,14.0,2,353.28
54711494,2021-05-11,14.0,3,212.41
50575666,2021-01-30,14.0,2,207.89
54322643,2021-09-17,14.0,1,328.02
52386472,2021-06-06,81.0,12,323.38
53365976,2021-04-01,14.0,22,335.56
59248360,2021-10-24,14.0,1,253.37129840546697
58763284,2021-11-07,14.0,14,602.88
57205833,2021-10-20,14.0,1,243.03
55878997,2021-07-22,14.0,17,1022.5246525575225
61170619,2021-09-20,14.0,4,400.06
59011296,2021-08-11,81.0,1,187.8891409261904
56590305,2021-10-05,14.0,1,761.5680942669386
60858288,2021-10-26,81.0,1,392.59000000000003
50696359,2021-02-15,14.0,3,271.58131682611145
51200945,2021-05-30,81.0,6,292.05
60970235,2021-09-04,81.0,2,112.21000000000001
61824076,2021-09-14,14.0,1,116.42
57387223,2021-08-11,81.0,1,108.58675976208947
55222198,2021-05-07,81.0,7,126.59635507104139
59276275,2021-08-30,81.0,7,196.97
60255320,2021-07-30,14.0,1,111.4
61012534,2022-01-14,81.0,1,146.47
57067204,2021-10-26,81.0,2,381.6773324351633
58255152,2021-12-02,14.0,2,302.0155325443787
52714147,2021-07-12,14.0,10,396.97
60346557,2021-08-08,14.0,1,56.65
53355474,2021-08-04,81.0,9,230.45
54975423,2021-08-07,14.0,11,117.95
52727203,2021-03-24,14.0,2,736.38
58395930,2021-10-25,14.0,1,299.62
52357653,2021-05-07,14.0,12,553.74
57527535,2021-08-19,14.0,13,623.85
52745199,2021-05-18,14.0,6,255.1
59215524,2021-09-23,81.0,6,167.81
53092220,2021-03-09,14.0,3,237.29
60206020,2021-10-22,13.0,1,147.83
53895401,2021-04-13,14.0,1,402.84000000000003
58770255,2021-08-25,81.0,13,203.0865314989138
61596858,2021-11-27,81.0,3,118.18
57136406,2021-05-18,14.0,2,223.79
51662222,2021-04-18,14.0,3,341.56
55241676,2021-07-11,14.0,1,201.12
56082336,2021-06-12,81.0,1,135.49
56646700,2021-10-13,13.0,1,374.1
52668462,2021-02-23,14.0,2,423.64
55350206,2021-05-09,14.0,9,327.67138810198304
57989249,2021-07-13,81.0,1,312.54
55069502,2021-04-26,14.0,4,424.63
58084366,2021-10-18,81.0,3,514.63
60535910,2021-12-03,14.0,1,191.34
60400717,2021-10-30,81.0,4,317.4
52223793,2021-03-09,81.0,5,290.58
52745278,2021-04-13,14.0,2,301.01
61478728,2021-11-08,81.0,1,291.14
51099090,2021-02-16,14.0,4,453.76
60991612,2021-09-19,81.0,8,408.79
51807569,2021-04-21,13.0,6,165.1023850582836
51274301,2021-07-01,81.0,4,213.17000000000002
50588154,2021-06-09,13.0,1,185.86
61171036,2021-10-25,81.0,5,443.51
55245435,2021-10-03,14.0,1,44.37
55134796,2021-04-29,14.0,1,112.37
54593326,2021-08-16,81.0,1,302.82912533814243
60694347,2022-01-04,14.0,1,234.82
50370224,2021-02-11,14.0,6,126.82311906431862
52294503,2021-07-19,81.0,0,170.0
51865225,2021-02-18,14.0,2,136.82
61069210,2021-10-09,81.0,12,441.15
56154204,2021-09-11,14.0,15,445.11
51077489,2021-03-26,81.0,1,124.74000000000001
58643675,2021-07-18,14.0,4,223.46
54488889,2021-05-11,14.0,25,485.12
58276329,2021-09-17,14.0,1,137.28131990328293
58957840,2021-08-01,14.0,6,300.52
61629715,2021-11-05,81.0,6,301.03779233267414
50391437,2021-02-13,81.0,3,384.64
61667775,2021-10-13,81.0,2,282.38
58457703,2021-07-10,14.0,1,104.03999999999999
61746443,2021-10-14,14.0,1,341.79
54353450,2021-09-08,14.0,31,506.94
51153868,2021-03-08,81.0,6,294.38
60211831,2021-09-06,81.0,4,305.45
53716529,2021-04-08,81.0,1,396.93
58527186,2021-10-10,14.0,9,354.62
55658425,2021-09-26,14.0,3,434.03
57812419,2021-07-31,6.0,11,151.77096524220832
60671153,2021-11-27,81.0,1,155.31387780810414
61269053,2022-02-05,14.0,1,96.35
59220420,2021-10-16,81.0,1,264.24
53401587,2021-06-23,81.0,14,303.9281705948373
55580447,2021-07-28,14.0,9,162.68
51122955,2021-02-20,14.0,7,202.84
57946098,2021-10-07,14.0,2,387.68
51942107,2021-02-25,14.0,23,357.86
60667129,2021-11-10,14.0,2,530.0
55523719,2021-06-17,14.0,2,139.76
50267386,2021-03-12,81.0,4,219.45999999999998
54617610,2021-05-28,14.0,2,546.24
57997938,2021-09-17,81.0,3,53.81
61281535,2022-01-14,14.0,6,609.35
52888270,2021-03-12,81.0,5,357.04
59758205,2021-08-21,81.0,1,68.67624058012227
54194503,2021-06-28,81.0,1,148.46
58657582,2021-09-29,14.0,6,342.41999999999996
61649560,2021-12-23,14.0,1,251.81
59205739,2021-07-02,14.0,3,685.4045576160162
51134611,2021-03-14,13.0,1,50.66643248833987
55374839,2021-06-26,81.0,13,502.65
53672202,2021-08-04,14.0,1,307.57
61139503,2022-01-04,14.0,13,337.54
57578443,2021-09-21,81.0,4,227.0
57350229,2021-08-05,81.0,3,254.49
50719452,2021-04-11,81.0,1,92.73911944504255
55477318,2021-10-06,81.0,1,30.76046277474876
61979696,2021-12-05,51.0,1,328.14
57877130,2021-10-23,81.0,3,179.8939724851132
51256867,2021-07-01,81.0,1,117.71000000000001
56472119,2021-08-01,14.0,4,275.27
54667358,2021-07-11,81.0,1,395.78
54406574,2021-09-14,14.0,5,393.17
58291632,2021-06-17,14.0,2,51.94
54595007,2021-06-10,81.0,6,433.82
59682316,2021-08-21,14.0,5,412.63
56427605,2021-08-29,14.0,1,40.216697300957726
50603687,2021-02-27,14.0,2,272.44
52073137,2021-07-28,81.0,5,522.6406533575317
61057805,2021-11-07,65.0,1,26.92
53345832,2021-06-27,14.0,2,315.76
55130726,2021-08-06,14.0,4,315.15999999999997
59842596,2021-08-14,81.0,8,322.79
58861096,2021-09-09,14.0,2,260.58
58395069,2021-06-15,14.0,5,370.25
61761115,2022-02-12,14.0,12,245.2
56961957,2021-05-22,14.0,1,463.23
59774148,2021-12-21,81.0,2,155.99
51169331,2021-01-28,14.0,2,56.8
52809421,2021-03-21,14.0,1,303.83
58162183,2021-09-16,14.0,3,365.31
54805323,2021-07-29,14.0,5,468.01
50264398,2021-01-09,14.0,1,65.93
53682401,2021-04-07,14.0,15,353.66999999999996
59848548,2021-07-20,14.0,1,357.56
60210694,2021-08-03,14.0,1,68.78
55806125,2021-09-16,14.0,1,202.37118103055178
61289977,2021-11-21,81.0,2,387.48
55961007,2021-08-22,14.0,3,300.26
60966108,2021-08-16,65.0,1,24.688744498008806
52049293,2021-06-29,81.0,1,263.42
55128695,2021-06-26,14.0,12,384.69
50499517,2021-05-03,14.0,1,320.45
51774861,2021-04-10,14.0,2,469.40999999999997
51446538,2021-06-26,14.0,18,499.5
61303240,2021-09-10,14.0,0,66.0
55644189,2021-09-08,14.0,8,476.59000000000003
61033151,2022-01-03,14.0,1,319.79
53455511,2021-05-01,65.0,1,182.8
50668209,2021-02-20,14.0,1,370.89
59832225,2021-08-25,14.0,1,190.3
56147897,2021-10-03,14.0,2,183.98
57849509,2021-08-12,14.0,1,362.84
58801259,2021-12-06,81.0,1,211.53499887463425
60544518,2021-09-05,14.0,1,305.14
59578854,2021-07-15,81.0,5,587.55
61876340,2022-02-15,14.0,1,315.96
52254614,2021-04-23,81.0,4,409.12
53782491,2021-09-12,14.0,4,76.97884511908471
55946655,2021-05-18,14.0,2,198.17000000000002
52952299,2021-05-18,14.0,1,50.56
51473138,2021-04-05,14.0,12,439.36
57489315,2021-08-19,14.0,4,435.08000000000004
52197230,2021-05-03,81.0,1,300.47
51278578,2021-07-12,81.0,1,36.11727327417657
60642592,2021-12-25,65.0,2,321.23268569303707
61061878,2021-11-08,81.0,6,417.78
53662020,2021-08-13,14.0,1,371.63
60929366,2021-10-12,14.0,2,219.52
55250477,2021-05-13,81.0,6,69.668016656209
53411537,2021-06-15,14.0,1,46.25193623765826
56860479,2021-08-24,81.0,3,323.8
52931923,2021-07-23,81.0,2,528.89
53296535,2021-05-14,14.0,1,119.0
54903536,2021-08-17,14.0,0,304.0
50403219,2021-04-22,13.0,6,327.59000000000003
50684988,2021-07-04,13.0,8,458.77
58879314,2021-08-07,14.0,2,37.02132044364509
61015557,2021-12-10,81.0,0,222.0
60126180,2021-10-25,23.0,2,28.72
53464059,2021-08-24,13.0,4,634.0799999999999
52325919,2021-06-04,14.0,7,128.66988194830552
53713319,2021-08-29,14.0,1,606.72
56435388,2021-06-23,81.0,1,206.94
57147296,2021-06-12,14.0,1,289.03
59873953,2021-10-12,14.0,1,62.010000000000005
56897047,2021-08-10,65.0,3,270.94
61787420,2021-10-02,14.0,3,399.64
60785274,2021-12-03,14.0,1,319.75
50379188,2021-01-21,14.0,2,282.96
59684471,2021-09-03,14.0,2,66.35
58703035,2021-07-31,14.0,5,337.41999999999996
50438636,2021-05-06,14.0,2,311.04
61685710,2021-10-26,14.0,3,288.28
51846161,2021-06-20,81.0,1,260.39
57631169,2021-06-11,65.0,1,244.8161301409096
59862743,2021-08-30,14.0,9,350.98
58111626,2021-10-10,14.0,1,417.23
53857265,2021-08-14,14.0,11,359.53
60559037,2021-08-17,14.0,4,281.48
58950385,2021-09-03,81.0,2,192.16
52492596,2021-05-08,14.0,1,231.22
50409008,2021-05-24,81.0,2,65.57
61387026,2021-08-12,14.0,1,124.56
57538547,2021-10-24,81.0,1,407.0
61916956,2022-02-06,51.0,1,352.01
59233315,2021-08-13,81.0,1,44.519999999999996
51136589,2021-06-06,14.0,3,534.02
59015978,2021-08-06,14.0,1,333.04
59852798,2021-10-30,81.0,1,400.89
52408475,2021-06-21,14.0,16,861.84
53420053,2021-06-22,14.0,4,171.87
61986439,2022-01-28,51.0,2,143.43
59077054,2021-09-05,14.0,1,138.57
56985022,2021-10-26,14.0,1,108.12
53178576,2021-03-09,81.0,1,780.3199999999999
52844870,2021-05-03,81.0,1,904.78
61375146,2021-10-08,81.0,3,257.61783587584125
58523960,2021-07-17,14.0,1,372.52
59616008,2021-11-08,81.0,2,347.77
54319490,2021-07-24,14.0,2,190.36
52181115,2021-05-24,81.0,2,170.96
50304610,2021-04-03,14.0,1,149.73
61351430,2021-10-23,14.0,12,387.62
59469712,2021-11-29,14.0,2,190.35
57845460,2021-09-08,13.0,2,641.31
53314510,2021-05-10,14.0,2,93.2753853728743
59401313,2021-10-15,14.0,1,216.73
56002209,2021-09-30,14.0,5,100.12
53747068,2021-03-22,13.0,18,427.68
60011500,2021-12-31,14.0,10,146.15428114422355
55262657,2021-04-23,14.0,1,147.7
57486281,2021-06-22,14.0,2,48.66378696539612
59289352,2021-09-22,81.0,2,446.62
61501298,2021-11-05,14.0,3,388.96
55932517,2021-07-03,14.0,4,268.32
52201131,2021-06-09,14.0,1,298.9
55219155,2021-08-12,81.0,3,882.18
54071849,2021-04-16,81.0,1,397.42
55493305,2021-04-29,14.0,3,297.69
54183194,2021-04-08,14.0,2,92.76
61286500,2021-11-27,14.0,2,59.120000000000005
59409905,2021-07-31,14.0,1,319.08
52815142,2021-05-17,81.0,5,350.25
61244194,2022-01-02,14.0,1,205.86
51359796,2021-07-19,14.0,2,264.23
59748781,2021-10-18,14.0,4,474.08
52834422,2021-08-13,81.0,4,495.96000000000004
55365075,2021-07-23,14.0,8,218.82999999999998
56010066,2021-06-09,14.0,0,152.0
56267659,2021-09-10,81.0,5,426.83
55121014,2021-08-26,14.0,1,181.69
51428571,2021-03-29,81.0,1,240.5
54543035,2021-07-28,14.0,2,223.75970300371245
54127408,2021-03-30,14.0,25,355.32
60753783,2021-08-24,81.0,13,691.8299999999999
51885160,2021-03-19,13.0,1,94.04692082111437
61900775,2021-12-08,51.0,1,145.0538940729444
51699250,2021-05-08,81.0,4,364.89
53735275,2021-05-15,14.0,2,343.66
52734909,2021-06-02,14.0,25,489.64
59911655,2021-10-22,14.0,23,1168.1893534720944
57218441,2021-06-23,14.0,1,204.13
53473671,2021-08-20,14.0,1,291.75
61849188,2022-01-29,6.0,1,350.51
54554711,2021-05-05,14.0,5,196.12
52969581,2021-04-23,81.0,4,283.33000000000004
53863250,2021-07-08,14.0,2,204.65
59685099,2021-12-18,14.0,1,77.67
54528461,2021-04-25,14.0,9,226.69
52733102,2021-03-22,14.0,6,159.07999999999998
51801136,2021-03-05,14.0,2,158.3
53929737,2021-07-12,81.0,7,194.62
59056120,2021-11-12,14.0,1,53.626430464860675
54229774,2021-08-16,81.0,7,405.44
54436604,2021-07-19,14.0,1,292.79
55560486,2021-04-19,81.0,1,418.31481061465183
61298366,2021-10-12,81.0,17,678.8299999999999
54256339,2021-03-27,14.0,6,170.17000000000002
51339646,2021-05-13,14.0,3,400.61
55568805,2021-07-29,81.0,2,151.92608386638236
60145041,2021-09-06,14.0,1,149.44
54357223,2021-04-14,81.0,1,55.79
59785556,2021-08-13,81.0,1,259.44688995215313
53741563,2021-08-12,81.0,2,476.48
53516744,2021-03-29,81.0,1,342.95
55525051,2021-10-11,14.0,7,427.77
60171177,2021-07-29,14.0,1,349.43
61397019,2022-01-26,14.0,1,468.39
57011203,2021-08-19,14.0,11,374.24
53053111,2021-03-04,14.0,2,169.51
52467636,2021-04-07,81.0,2,143.65
51913394,2021-04-04,14.0,4,241.37
57973466,2021-07-13,14.0,1,224.67000000000002
52253423,2021-04-07,14.0,5,252.52274453853138
57903656,2021-10-18,14.0,3,368.94
56586277,2021-08-17,14.0,12,447.96
52323127,2021-03-24,14.0,8,244.59716313890792
61367556,2021-08-19,81.0,1,198.65
59859326,2022-01-01,14.0,2,99.92
55867199,2021-09-14,14.0,0,143.0
54761435,2021-06-03,81.0,9,151.88
50830397,2021-05-21,14.0,10,172.3
52189595,2021-04-24,14.0,17,600.12
60797200,2022-01-13,14.0,17,429.0210143927898
56286132,2021-07-23,14.0,14,468.14
59109123,2021-08-21,14.0,2,398.71
59979359,2021-09-24,81.0,3,435.21000000000004
53773395,2021-05-20,14.0,1,73.44
55825493,2021-07-11,14.0,3,134.92000000000002
52121134,2021-06-17,14.0,5,314.95
60471332,2021-09-20,14.0,2,123.93
50788626,2021-04-17,14.0,1,68.02
53685210,2021-03-25,14.0,7,460.2
59954217,2021-10-11,14.0,2,297.58
52356168,2021-07-15,14.0,1,293.45
53899477,2021-07-26,14.0,14,611.9103906337948
58735915,2021-11-24,81.0,1,163.25456335681284
55149031,2021-05-13,14.0,12,482.18325791855204
57088406,2021-10-03,14.0,12,273.25
58891842,2021-10-11,14.0,3,224.57
57149399,2021-08-23,14.0,3,46.09329894923213
54225440,2021-04-08,14.0,2,326.46
51687358,2021-04-06,14.0,14,204.94738475062698
61893164,2022-01-30,81.0,2,180.32
53891807,2021-08-29,81.0,10,684.5899999999999
58560142,2021-06-23,14.0,1,376.76
59249479,2021-09-03,14.0,1,63.032125336287386
60874646,2021-11-28,65.0,1,249.43
54098966,2021-06-01,14.0,2,54.12826710983532
52992032,2021-07-06,81.0,22,180.3
58552708,2021-06-19,81.0,8,196.75
52743943,2021-03-03,14.0,19,430.90240401865805
61700377,2021-10-11,14.0,1,63.09
57285102,2021-06-28,14.0,9,148.78
61696415,2021-09-26,87.0,3,42.565928864445745
55029328,2021-08-13,14.0,2,290.57
55808277,2021-07-01,14.0,2,72.03328093247958
58915442,2021-12-15,81.0,4,144.93
57747044,2021-10-15,13.0,0,332.0
58682077,2021-08-29,81.0,5,223.87
57344806,2021-08-04,14.0,8,196.7700729927007
50356616,2021-06-20,13.0,4,851.3310042341503
57712631,2021-10-02,14.0,1,395.65
56669927,2021-09-24,14.0,8,213.76
59822608,2021-09-27,14.0,4,1169.48
57819416,2021-10-18,14.0,5,197.99
58655656,2021-09-10,14.0,2,344.87
61918843,2021-12-14,69.0,1,281.76
50333202,2021-02-11,81.0,4,123.18
51794893,2021-04-26,14.0,4,441.91999999999996
53423164,2021-08-26,14.0,3,384.88
52638944,2021-03-23,81.0,1,379.08
54390033,2021-06-23,14.0,1,348.11
50670268,2021-01-27,14.0,3,365.49
52860842,2021-07-04,81.0,3,71.49000000000001
61204268,2021-12-30,81.0,12,262.64
